timestamp,open,high,low,close,volume
2026-07-28 11:55:00,25936.37,25937.62,25927.37,25928.62,37821
2026-07-28 12:00:00,25928.62,25929.72,25915.31,25916.41,62652
2026-07-28 12:05:00,25916.41,25925.48,25908.33,25917.39,64800
2026-07-28 12:10:00,25917.39,25918.13,25912.91,25913.65,106529
2026-07-28 12:15:00,25913.65,25914.39,25911.85,25912.59,113127
2026-07-28 12:20:00,25912.59,25919.43,25908.87,25915.71,88505
2026-07-28 12:25:00,25915.71,25919.72,25911.92,25915.92,99184
2026-07-28 12:30:00,25915.92,25919.42,25907.28,25910.78,97071
2026-07-28 12:35:00,25910.78,25913.44,25908.65,25911.31,87263
2026-07-28 12:40:00,25911.31,25915.38,25895.25,25899.33,102429
2026-07-28 12:45:00,25899.33,25902.37,25883.51,25886.55,35997
2026-07-28 12:50:00,25886.55,25894.14,25883.51,25891.09,115538
2026-07-28 12:55:00,25891.09,25897.41,25885.56,25891.88,130348
2026-07-28 13:00:00,25891.88,25900.77,25891.64,25900.53,82371
2026-07-28 13:05:00,25900.53,25904.04,25896.06,25899.57,125605
2026-07-28 13:10:00,25899.57,25899.76,25896.13,25896.31,66011
2026-07-28 13:15:00,25896.31,25900.91,25887.96,25892.56,130597
2026-07-28 13:20:00,25892.56,25896.03,25888.16,25891.63,91419
2026-07-28 13:25:00,25891.63,25892.81,25886.29,25887.47,73352
2026-07-28 13:30:00,25887.47,25888.87,25886.12,25887.51,81552
2026-07-28 13:35:00,25887.51,25890.42,25876.34,25879.24,143102
2026-07-28 13:40:00,25879.24,25883.04,25871.42,25875.22,101625
2026-07-28 13:45:00,25875.22,25888.89,25869.98,25883.66,84431
2026-07-28 13:50:00,25883.66,25890.0,25873.53,25879.87,114150
2026-07-28 13:55:00,25879.87,25880.12,25879.47,25879.73,67302
2026-07-28 14:00:00,25879.73,25884.4,25877.78,25882.45,86498
2026-07-28 14:05:00,25882.45,25886.83,25871.43,25875.81,133069
2026-07-28 14:10:00,25875.81,25876.86,25871.71,25872.76,89935
2026-07-28 14:15:00,25872.76,25874.59,25868.29,25870.12,110847
2026-07-28 14:20:00,25870.12,25870.66,25867.76,25868.3,91699
2026-07-28 14:25:00,25868.3,25877.81,25865.85,25875.36,103051
2026-07-28 14:30:00,25875.36,25880.34,25867.01,25871.98,120910
2026-07-28 14:35:00,25871.98,25878.29,25871.48,25877.78,108069
2026-07-28 14:40:00,25877.78,25885.46,25874.79,25882.47,120023
2026-07-28 14:45:00,25882.47,25887.92,25874.28,25879.74,51732
2026-07-28 14:50:00,25879.74,25886.68,25877.96,25884.91,118519
2026-07-28 14:55:00,25884.91,25901.52,25879.56,25896.18,54926
2026-07-28 15:00:00,25896.18,25899.12,25883.11,25886.05,59027
2026-07-28 15:05:00,25886.05,25889.07,25882.95,25885.97,39220
2026-07-28 15:10:00,25885.97,25886.91,25872.38,25873.31,92398
2026-07-28 15:15:00,25873.31,25873.45,25871.7,25871.84,63893
2026-07-28 15:20:00,25871.84,25872.44,25862.16,25862.76,60391
2026-07-28 15:25:00,25862.76,25864.58,25851.08,25852.9,89065
2026-07-29 09:15:00,25852.9,25862.1,25848.74,25857.95,70271
2026-07-29 09:20:00,25857.95,25861.67,25849.43,25853.15,97155
2026-07-29 09:25:00,25853.15,25854.65,25848.38,25849.87,101702
2026-07-29 09:30:00,25849.87,25872.1,25844.02,25866.25,118968
2026-07-29 09:35:00,25866.25,25867.88,25866.19,25867.82,45329
2026-07-29 09:40:00,25867.82,25870.94,25863.68,25866.8,88401
2026-07-29 09:45:00,25866.8,25870.79,25865.58,25869.57,127368
2026-07-29 09:50:00,25869.57,25880.86,25860.33,25871.62,69199
2026-07-29 09:55:00,25871.62,25885.27,25846.38,25860.04,74301
2026-07-29 10:00:00,25860.04,25871.77,25859.84,25871.57,54064
2026-07-29 10:05:00,25871.57,25876.32,25862.44,25867.19,95965
2026-07-29 10:10:00,25867.19,25869.95,25866.96,25869.72,92209
2026-07-29 10:15:00,25869.72,25879.88,25867.4,25877.56,97794
2026-07-29 10:20:00,25877.56,25879.71,25870.31,25872.46,69446
2026-07-29 10:25:00,25872.46,25887.65,25867.12,25882.32,86664
2026-07-29 10:30:00,25882.32,25890.03,25876.75,25884.46,145242
2026-07-29 10:35:00,25884.46,25898.83,25882.52,25896.89,115309
2026-07-29 10:40:00,25896.89,25912.72,25885.91,25901.74,98887
2026-07-29 10:45:00,25901.74,25903.86,25901.39,25903.51,57078
2026-07-29 10:50:00,25903.51,25904.57,25902.76,25903.82,128424
2026-07-29 10:55:00,25903.82,25908.39,25903.8,25908.36,139162
2026-07-29 11:00:00,25908.36,25910.0,25905.04,25906.68,33772
2026-07-29 11:05:00,25906.68,25923.91,25902.63,25919.86,119880
2026-07-29 11:10:00,25919.86,25927.21,25919.4,25926.74,97787
2026-07-29 11:15:00,25926.74,25928.03,25925.89,25927.18,92710
2026-07-29 11:20:00,25927.18,25942.3,25924.85,25939.96,89158
2026-07-29 11:25:00,25939.96,25942.63,25935.44,25938.11,141485
2026-07-29 11:30:00,25938.11,25944.14,25937.82,25943.85,80095
2026-07-29 11:35:00,25943.85,25944.13,25938.01,25938.29,118520
2026-07-29 11:40:00,25938.29,25939.24,25936.79,25937.74,84037
2026-07-29 11:45:00,25937.74,25947.4,25931.05,25940.71,83584
2026-07-29 11:50:00,25940.71,25944.42,25933.21,25936.93,66726
2026-07-29 11:55:00,25936.93,25949.57,25930.53,25943.17,81121
2026-07-29 12:00:00,25943.17,25943.97,25940.35,25941.16,90936
2026-07-29 12:05:00,25941.16,25943.09,25934.47,25936.4,154488
2026-07-29 12:10:00,25936.4,25937.65,25935.55,25936.79,58084
2026-07-29 12:15:00,25936.79,25946.47,25931.56,25941.23,56131
2026-07-29 12:20:00,25941.23,25956.19,25937.43,25952.39,125062
2026-07-29 12:25:00,25952.39,25966.35,25951.3,25965.26,108431
2026-07-29 12:30:00,25965.26,25981.95,25964.43,25981.12,72320
2026-07-29 12:35:00,25981.12,25981.3,25973.67,25973.85,137593
2026-07-29 12:40:00,25973.85,25986.72,25969.89,25982.77,64055
2026-07-29 12:45:00,25982.77,25983.99,25980.21,25981.44,84532
2026-07-29 12:50:00,25981.44,25986.39,25980.19,25985.14,81588
2026-07-29 12:55:00,25985.14,25987.93,25984.27,25987.06,88354
2026-07-29 13:00:00,25987.06,26000.64,25979.2,25992.78,109647
2026-07-29 13:05:00,25992.78,26002.45,25985.7,25995.37,103220
2026-07-29 13:10:00,25995.37,26001.29,25978.03,25983.95,117921
2026-07-29 13:15:00,25983.95,25991.72,25983.32,25991.09,37134
2026-07-29 13:20:00,25991.09,25993.94,25987.84,25990.69,111060
2026-07-29 13:25:00,25990.69,26009.61,25989.78,26008.69,66451
2026-07-29 13:30:00,26008.69,26008.93,26002.47,26002.7,85431
2026-07-29 13:35:00,26002.7,26003.19,25996.35,25996.84,54746
2026-07-29 13:40:00,25996.84,26011.29,25992.38,26006.82,125169
2026-07-29 13:45:00,26006.82,26008.99,26003.55,26005.71,86839
2026-07-29 13:50:00,26005.71,26007.13,26003.76,26005.18,50058
2026-07-29 13:55:00,26005.18,26008.52,25993.94,25997.28,84976
2026-07-29 14:00:00,25997.28,26005.2,25993.07,26000.99,36406
2026-07-29 14:05:00,26000.99,26001.73,25996.97,25997.7,103350
2026-07-29 14:10:00,25997.7,26002.03,25992.94,25997.26,97627
2026-07-29 14:15:00,25997.26,26001.17,25987.06,25990.97,116372
2026-07-29 14:20:00,25990.97,26004.39,25982.99,25996.42,133452
2026-07-29 14:25:00,25996.42,26008.45,25990.78,26002.8,78913
2026-07-29 14:30:00,26002.8,26007.66,25998.07,26002.93,170913
2026-07-29 14:35:00,26002.93,26010.57,25996.27,26003.91,70610
2026-07-29 14:40:00,26003.91,26014.27,25996.89,26007.25,78939
2026-07-29 14:45:00,26007.25,26021.6,26002.0,26016.34,124775
2026-07-29 14:50:00,26016.34,26025.28,26011.95,26020.9,75199
2026-07-29 14:55:00,26020.9,26021.11,26019.68,26019.89,74111
2026-07-29 15:00:00,26019.89,26021.17,26015.02,26016.29,58652
2026-07-29 15:05:00,26016.29,26016.5,26009.27,26009.47,118810
2026-07-29 15:10:00,26009.47,26009.48,26000.95,26000.96,70526
2026-07-29 15:15:00,26000.96,26004.55,25992.74,25996.32,74677
2026-07-29 15:20:00,25996.32,26012.29,25993.05,26009.01,103174
2026-07-29 15:25:00,26009.01,26012.79,26005.84,26009.62,109511
2026-07-30 09:15:00,26064.62,26066.43,26062.24,26064.05,89510
2026-07-30 09:20:00,26064.05,26064.35,26058.51,26058.82,92636
2026-07-30 09:25:00,26058.82,26066.53,26056.1,26063.81,89761
2026-07-30 09:30:00,26063.81,26065.76,26053.44,26055.4,56933
2026-07-30 09:35:00,26055.4,26055.58,26046.39,26046.57,125829
2026-07-30 09:40:00,26046.57,26049.83,26035.88,26039.14,67586
2026-07-30 09:45:00,26039.14,26040.28,26032.56,26033.7,65567
2026-07-30 09:50:00,26033.7,26035.45,26028.54,26030.29,67201
2026-07-30 09:55:00,26030.29,26035.57,26027.38,26032.65,52817
2026-07-30 10:00:00,26032.65,26038.24,26018.09,26023.68,80911
2026-07-30 10:05:00,26023.68,26025.19,26023.58,26025.1,96038
2026-07-30 10:10:00,26025.1,26031.27,26019.37,26025.54,58273
2026-07-30 10:15:00,26025.54,26028.58,26014.92,26017.96,48956
2026-07-30 10:20:00,26017.96,26024.35,26015.5,26021.89,60718
2026-07-30 10:25:00,26021.89,26022.96,26014.08,26015.14,134820
2026-07-30 10:30:00,26015.14,26016.72,25999.66,26001.24,57113
2026-07-30 10:35:00,26001.24,26009.88,25998.01,26006.64,82009
2026-07-30 10:40:00,26006.64,26009.58,25996.38,25999.31,134653
2026-07-30 10:45:00,25999.31,26004.82,25998.11,26003.62,63589
2026-07-30 10:50:00,26003.62,26004.8,25993.17,25994.35,90026
2026-07-30 10:55:00,25994.35,25994.63,25993.84,25994.13,55662
2026-07-30 11:00:00,25994.13,25994.24,25993.88,25993.99,131652
2026-07-30 11:05:00,25993.99,26003.94,25993.58,26003.53,66861
2026-07-30 11:10:00,26003.53,26005.35,26001.58,26003.4,67613
2026-07-30 11:15:00,26003.4,26006.53,26000.18,26003.31,110092
2026-07-30 11:20:00,26003.31,26004.06,26002.24,26002.99,85237
2026-07-30 11:25:00,26002.99,26005.83,25996.71,25999.55,83525
2026-07-30 11:30:00,25999.55,26000.26,25996.31,25997.01,90860
2026-07-30 11:35:00,25997.01,25997.21,25990.2,25990.4,48699
2026-07-30 11:40:00,25990.4,25991.28,25986.63,25987.52,25628
2026-07-30 11:45:00,25987.52,25988.63,25987.06,25988.17,86022
2026-07-30 11:50:00,25988.17,25989.3,25985.13,25986.25,60239
2026-07-30 11:55:00,25986.25,25987.91,25983.45,25985.1,93888
2026-07-30 12:00:00,25985.1,25985.81,25978.58,25979.28,95511
2026-07-30 12:05:00,25979.28,25980.6,25977.46,25978.78,108398
2026-07-30 12:10:00,25978.78,25980.16,25969.27,25970.65,98655
2026-07-30 12:15:00,25970.65,25973.42,25969.5,25972.27,70410
2026-07-30 12:20:00,25972.27,25974.18,25969.26,25971.17,104565
2026-07-30 12:25:00,25971.17,25976.95,25966.63,25972.41,107943
2026-07-30 12:30:00,25972.41,25981.48,25969.38,25978.45,98367
2026-07-30 12:35:00,25978.45,25981.28,25968.04,25970.86,86361
2026-07-30 12:40:00,25970.86,25972.0,25957.27,25958.4,43996
2026-07-30 12:45:00,25958.4,25960.31,25950.22,25952.12,131086
2026-07-30 12:50:00,25952.12,25952.93,25949.65,25950.47,146060
2026-07-30 12:55:00,25950.47,25958.95,25950.16,25958.64,83392
2026-07-30 13:00:00,25958.64,25960.72,25950.45,25952.53,104398
2026-07-30 13:05:00,25952.53,25955.04,25952.2,25954.71,122336
2026-07-30 13:10:00,25954.71,25954.88,25950.88,25951.05,114034
2026-07-30 13:15:00,25951.05,25957.38,25947.84,25954.17,103506
2026-07-30 13:20:00,25954.17,25955.26,25951.74,25952.82,59418
2026-07-30 13:25:00,25952.82,25954.56,25943.08,25944.82,89263
2026-07-30 13:30:00,25944.82,25951.66,25939.73,25946.57,79498
2026-07-30 13:35:00,25946.57,25949.16,25941.17,25943.77,19967
2026-07-30 13:40:00,25943.77,25946.46,25939.6,25942.29,103001
2026-07-30 13:45:00,25942.29,25942.34,25939.44,25939.49,114839
2026-07-30 13:50:00,25939.49,25939.86,25925.51,25925.89,108110
2026-07-30 13:55:00,25925.89,25934.6,25920.78,25929.5,126753
2026-07-30 14:00:00,25929.5,25932.17,25928.59,25931.26,115788
2026-07-30 14:05:00,25931.26,25931.38,25928.64,25928.76,119546
2026-07-30 14:10:00,25928.76,25939.23,25928.29,25938.75,89475
2026-07-30 14:15:00,25938.75,25943.97,25934.72,25939.94,90045
2026-07-30 14:20:00,25939.94,25950.39,25937.04,25947.49,85139
2026-07-30 14:25:00,25947.49,25949.85,25944.34,25946.7,123925
2026-07-30 14:30:00,25946.7,25949.44,25936.61,25939.35,101610
2026-07-30 14:35:00,25939.35,25943.92,25931.69,25936.26,123712
2026-07-30 14:40:00,25936.26,25940.41,25934.78,25938.93,76023
2026-07-30 14:45:00,25938.93,25944.99,25938.21,25944.27,125537
2026-07-30 14:50:00,25944.27,25946.83,25937.35,25939.91,97446
2026-07-30 14:55:00,25939.91,25941.94,25934.58,25936.6,99192
2026-07-30 15:00:00,25936.6,25936.82,25931.97,25932.19,79934
2026-07-30 15:05:00,25932.19,25938.86,25930.29,25936.97,77166
2026-07-30 15:10:00,25936.97,25949.94,25930.25,25943.22,153968
2026-07-30 15:15:00,25943.22,25944.4,25942.57,25943.74,139303
2026-07-30 15:20:00,25943.74,25946.67,25940.39,25943.32,94681
2026-07-30 15:25:00,25943.32,25948.26,25940.83,25945.77,39143
2026-07-31 09:15:00,25945.77,25947.97,25935.67,25937.87,67111
2026-07-31 09:20:00,25937.87,25938.57,25936.39,25937.09,110502
2026-07-31 09:25:00,25937.09,25938.74,25933.6,25935.25,62963
2026-07-31 09:30:00,25935.25,25938.63,25929.88,25933.26,126650
2026-07-31 09:35:00,25933.26,25935.7,25930.67,25933.11,79900
2026-07-31 09:40:00,25933.11,25935.42,25929.58,25931.89,40737
2026-07-31 09:45:00,25931.89,25933.14,25924.94,25926.19,170767
2026-07-31 09:50:00,25926.19,25931.81,25925.82,25931.44,113427
2026-07-31 09:55:00,25931.44,25943.53,25930.67,25942.76,79457
2026-07-31 10:00:00,25942.76,25951.05,25941.13,25949.42,112146
2026-07-31 10:05:00,25949.42,25955.77,25940.28,25946.63,144852
2026-07-31 10:10:00,25946.63,25952.0,25944.37,25949.74,27141
2026-07-31 10:15:00,25949.74,25953.89,25949.1,25953.25,104668
2026-07-31 10:20:00,25953.25,25958.13,25952.12,25957.0,37749
2026-07-31 10:25:00,25957.0,25961.47,25954.56,25959.03,80598
2026-07-31 10:30:00,25959.03,25960.15,25954.57,25955.7,18250
2026-07-31 10:35:00,25955.7,25963.23,25954.86,25962.39,126009
2026-07-31 10:40:00,25962.39,25973.36,25962.32,25973.28,34223
2026-07-31 10:45:00,25973.28,25977.27,25964.38,25968.37,75190
2026-07-31 10:50:00,25968.37,25975.41,25961.76,25968.8,101787
2026-07-31 10:55:00,25968.8,25969.79,25959.52,25960.5,87551
2026-07-31 11:00:00,25960.5,25960.74,25958.53,25958.77,73996
2026-07-31 11:05:00,25958.77,25964.33,25949.85,25955.4,90066
2026-07-31 11:10:00,25955.4,25972.09,25948.87,25965.55,132637
2026-07-31 11:15:00,25965.55,25971.67,25963.32,25969.44,136446
2026-07-31 11:20:00,25969.44,25969.66,25968.9,25969.13,81826
2026-07-31 11:25:00,25969.13,25971.07,25967.69,25969.63,88360
2026-07-31 11:30:00,25969.63,25970.87,25962.44,25963.67,162837
2026-07-31 11:35:00,25963.67,25964.46,25962.5,25963.29,107769
2026-07-31 11:40:00,25963.29,25970.86,25959.61,25967.18,84474
2026-07-31 11:45:00,25967.18,25968.67,25966.96,25968.44,94841
2026-07-31 11:50:00,25968.44,25971.14,25967.88,25970.58,93606
2026-07-31 11:55:00,25970.58,25971.81,25968.64,25969.86,29516
2026-07-31 12:00:00,25969.86,25970.3,25968.51,25968.94,111901
2026-07-31 12:05:00,25968.94,25970.93,25967.79,25969.78,41417
2026-07-31 12:10:00,25969.78,25971.05,25969.53,25970.81,70032
2026-07-31 12:15:00,25970.81,25972.31,25970.05,25971.55,25577
2026-07-31 12:20:00,25971.55,25972.79,25969.81,25971.04,70559
2026-07-31 12:25:00,25971.04,25978.72,25968.47,25976.15,308972
2026-07-31 12:30:00,25976.15,25988.8,25960.76,25973.41,146602
2026-07-31 12:35:00,25973.41,25983.45,25950.72,25960.76,229170
2026-07-31 12:40:00,25960.76,25977.08,25935.58,25951.89,247296
2026-07-31 12:45:00,25951.89,25954.84,25947.42,25950.36,206326
2026-07-31 12:50:00,25950.36,25959.36,25950.05,25959.04,284668
2026-07-31 12:55:00,25959.04,25962.68,25957.75,25961.38,103910
2026-07-31 13:00:00,25961.38,25961.93,25952.83,25953.37,82831
2026-07-31 13:05:00,25953.37,25959.0,25948.89,25954.51,142474
2026-07-31 13:10:00,25954.51,25959.08,25950.51,25955.09,37170
2026-07-31 13:15:00,25955.09,25955.38,25953.24,25953.54,68373
2026-07-31 13:20:00,25953.54,25956.16,25951.42,25954.05,108377
2026-07-31 13:25:00,25954.05,25954.17,25949.93,25950.06,121833
2026-07-31 13:30:00,25950.06,25967.53,25946.74,25964.21,76368
2026-07-31 13:35:00,25964.21,25966.79,25957.0,25959.59,54834
2026-07-31 13:40:00,25959.59,25959.68,25956.82,25956.92,60171
2026-07-31 13:45:00,25956.92,25958.49,25950.09,25951.66,24836
2026-07-31 13:50:00,25951.66,25953.02,25942.34,25943.71,95669
2026-07-31 13:55:00,25943.71,25949.56,25936.83,25942.69,76390
2026-07-31 14:00:00,25942.69,25948.91,25940.85,25947.08,88519
2026-07-31 14:05:00,25947.08,25949.16,25940.11,25942.2,72763
2026-07-31 14:10:00,25942.2,25944.84,25933.12,25935.77,136622
2026-07-31 14:15:00,25935.77,25940.8,25931.94,25936.98,75900
2026-07-31 14:20:00,25936.98,25944.12,25934.99,25942.14,86041
2026-07-31 14:25:00,25942.14,25958.34,25939.6,25955.81,75213
2026-07-31 14:30:00,25955.81,25956.89,25954.27,25955.34,129129
2026-07-31 14:35:00,25955.34,25961.09,25946.91,25952.65,82191
2026-07-31 14:40:00,25952.65,25953.1,25952.29,25952.74,132475
2026-07-31 14:45:00,25952.74,25957.16,25950.06,25954.48,56314
2026-07-31 14:50:00,25954.48,25966.17,25947.56,25959.25,115346
2026-07-31 14:55:00,25959.25,25961.16,25958.75,25960.65,147294
2026-07-31 15:00:00,25960.65,25961.02,25955.18,25955.55,105496
2026-07-31 15:05:00,25955.55,25961.08,25954.11,25959.64,100680
2026-07-31 15:10:00,25959.64,25960.04,25957.71,25958.11,86839
2026-07-31 15:15:00,25958.11,25958.18,25951.76,25951.83,118630
2026-07-31 15:20:00,25951.83,25952.63,25945.72,25946.52,111940
2026-07-31 15:25:00,25946.52,25947.12,25940.03,25940.63,57605
2026-08-03 09:15:00,25940.63,25957.55,25930.22,25947.14,154701
2026-08-03 09:20:00,25947.14,25950.47,25940.16,25943.5,94811
2026-08-03 09:25:00,25943.5,25950.46,25935.3,25942.26,49445
2026-08-03 09:30:00,25942.26,25948.4,25942.04,25948.18,135369
2026-08-03 09:35:00,25948.18,25951.2,25944.55,25947.58,99729
2026-08-03 09:40:00,25947.58,25951.26,25947.42,25951.1,106373
2026-08-03 09:45:00,25951.1,25960.7,25935.59,25945.19,119350
2026-08-03 09:50:00,25945.19,25949.1,25944.52,25948.43,93154
2026-08-03 09:55:00,25948.43,25956.26,25946.37,25954.2,68744
2026-08-03 10:00:00,25954.2,25959.55,25945.44,25950.79,47305
2026-08-03 10:05:00,25950.79,25960.6,25947.91,25957.73,56326
2026-08-03 10:10:00,25957.73,25965.61,25957.29,25965.18,50042
2026-08-03 10:15:00,25965.18,25969.37,25956.3,25960.49,128550
2026-08-03 10:20:00,25960.49,25962.32,25953.46,25955.29,113493
2026-08-03 10:25:00,25955.29,25956.88,25946.85,25948.45,89995
2026-08-03 10:30:00,25948.45,25950.67,25940.22,25942.43,93111
2026-08-03 10:35:00,25942.43,25944.97,25938.11,25940.65,77582
2026-08-03 10:40:00,25940.65,25947.97,25939.69,25947.0,118880
2026-08-03 10:45:00,25947.0,25956.67,25944.35,25954.02,162532
2026-08-03 10:50:00,25954.02,25957.66,25942.19,25945.83,80978
2026-08-03 10:55:00,25945.83,25965.4,25938.18,25957.75,29442
2026-08-03 11:00:00,25957.75,25960.74,25945.49,25948.48,115880
2026-08-03 11:05:00,25948.48,25952.32,25948.16,25952.0,105336
2026-08-03 11:10:00,25952.0,25955.25,25951.65,25954.9,123360
2026-08-03 11:15:00,25954.9,25957.75,25933.1,25935.96,58427
2026-08-03 11:20:00,25935.96,25942.17,25934.93,25941.15,63003
2026-08-03 11:25:00,25941.15,25946.05,25937.04,25941.95,62247
2026-08-03 11:30:00,25941.95,25942.07,25928.07,25928.2,106649
2026-08-03 11:35:00,25928.2,25934.51,25927.56,25933.87,124007
2026-08-03 11:40:00,25933.87,25934.29,25931.58,25932.0,109067
2026-08-03 11:45:00,25932.0,25939.48,25930.47,25937.94,83321
2026-08-03 11:50:00,25937.94,25938.31,25934.36,25934.73,62637
2026-08-03 11:55:00,25934.73,25942.25,25932.93,25940.44,105566
2026-08-03 12:00:00,25940.44,25942.06,25930.64,25932.25,103335
2026-08-03 12:05:00,25932.25,25941.35,25918.0,25927.1,102687
2026-08-03 12:10:00,25927.1,25942.74,25922.78,25938.43,70138
2026-08-03 12:15:00,25938.43,25940.39,25931.6,25933.56,92926
2026-08-03 12:20:00,25933.56,25934.85,25930.64,25931.93,34032
2026-08-03 12:25:00,25931.93,25941.91,25918.26,25928.24,102712
2026-08-03 12:30:00,25928.24,25931.46,25917.57,25920.79,84091
2026-08-03 12:35:00,25920.79,25927.28,25914.35,25920.84,35919
2026-08-03 12:40:00,25920.84,25930.03,25901.66,25910.84,60544
2026-08-03 12:45:00,25910.84,25925.53,25906.09,25920.77,111519
2026-08-03 12:50:00,25920.77,25922.12,25907.14,25908.49,80928
2026-08-03 12:55:00,25908.49,25911.05,25903.48,25906.04,146321
2026-08-03 13:00:00,25906.04,25906.6,25904.94,25905.5,60338
2026-08-03 13:05:00,25905.5,25908.98,25904.39,25907.87,117208
2026-08-03 13:10:00,25907.87,25915.71,25897.71,25905.55,28538
2026-08-03 13:15:00,25905.55,25909.51,25897.36,25901.32,79953
2026-08-03 13:20:00,25901.32,25902.52,25892.18,25893.38,47532
2026-08-03 13:25:00,25893.38,25904.36,25881.29,25892.27,127068
2026-08-03 13:30:00,25892.27,25896.2,25878.03,25881.96,78251
2026-08-03 13:35:00,25881.96,25891.18,25878.26,25887.49,69257
2026-08-03 13:40:00,25887.49,25896.01,25883.6,25892.12,79224
2026-08-03 13:45:00,25892.12,25899.1,25874.77,25881.74,68981
2026-08-03 13:50:00,25881.74,25885.11,25859.64,25863.01,71154
2026-08-03 13:55:00,25863.01,25873.03,25854.6,25864.62,127949
2026-08-03 14:00:00,25864.62,25868.53,25850.08,25853.99,127472
2026-08-03 14:05:00,25853.99,25858.28,25842.1,25846.39,87544
2026-08-03 14:10:00,25846.39,25853.01,25825.76,25832.38,15231
2026-08-03 14:15:00,25832.38,25833.59,25820.87,25822.08,83846
2026-08-03 14:20:00,25822.08,25823.3,25820.1,25821.32,84271
2026-08-03 14:25:00,25821.32,25837.48,25811.7,25827.85,90994
2026-08-03 14:30:00,25827.85,25828.45,25819.9,25820.49,97953
2026-08-03 14:35:00,25820.49,25823.38,25808.77,25811.65,115966
2026-08-03 14:40:00,25811.65,25815.33,25808.59,25812.27,155256
2026-08-03 14:45:00,25812.27,25834.17,25805.69,25827.59,100506
2026-08-03 14:50:00,25827.59,25847.93,25824.06,25844.41,97963
2026-08-03 14:55:00,25844.41,25846.84,25838.41,25840.85,84305
2026-08-03 15:00:00,25840.85,25844.2,25831.36,25834.72,78458
2026-08-03 15:05:00,25834.72,25840.13,25824.0,25829.41,89437
2026-08-03 15:10:00,25829.41,25830.22,25819.89,25820.7,123817
2026-08-03 15:15:00,25820.7,25823.72,25818.43,25821.45,102216
2026-08-03 15:20:00,25821.45,25822.02,25819.32,25819.89,81304
2026-08-03 15:25:00,25819.89,25828.46,25815.01,25823.58,133232
2026-08-04 09:15:00,25775.58,25778.1,25773.33,25775.85,75591
2026-08-04 09:20:00,25775.85,25776.33,25772.08,25772.57,68387
2026-08-04 09:25:00,25772.57,25780.72,25770.22,25778.38,19415
2026-08-04 09:30:00,25778.38,25784.4,25768.8,25774.82,89744
2026-08-04 09:35:00,25774.82,25782.16,25772.88,25780.22,48865
2026-08-04 09:40:00,25780.22,25785.55,25771.17,25776.51,101033
2026-08-04 09:45:00,25776.51,25779.79,25773.34,25776.63,168261
2026-08-04 09:50:00,25776.63,25783.63,25776.21,25783.21,102172
2026-08-04 09:55:00,25783.21,25788.23,25781.37,25786.39,57650
2026-08-04 10:00:00,25786.39,25789.6,25783.55,25786.76,89063
2026-08-04 10:05:00,25786.76,25794.36,25779.73,25787.34,64191
2026-08-04 10:10:00,25787.34,25787.83,25786.34,25786.83,104775
2026-08-04 10:15:00,25786.83,25793.63,25785.36,25792.16,65127
